name,position,address,phone,fax,mobile,address2
Sharon G. Reynolds,Tunica County Circuit Clerk," PO Box 184, Tunica 38676",(662) 363-2842,(662) 363-2413,,
Debbie J. Richards,Wayne County Tax Assessor,"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3381,(601) 735-6272,,
Debbie J. Richards,Wayne County Tax Collector,"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3381,(601) 735-6272,,
Jerry (Bruce) Bates,Amite County Constable," 4433 Spears Rd, Liberty",(601) 657-8343,,,
Melanie Netterville,Amite County Justice Court Clerk,"PO Box 362, Liberty 39645 ",(601) 657-4527,(601) 657-8604,,
Jerry Wayne Fleming,Calhoun County Coroner," 922 N Main St, Calhoun City 38916",(662) 628-4810,,,
Roosevelt Dotson Sr,Claiborne County Constable," PO Box 497, Port Gibson 39150",(601) 437-4478,(601) 437-3833,,
Angie Wade Chisholm,Clarke County Chancery Clerk," PO Box 689, Quitman 39355",(601) 776-2126,(601) 776-2756,,
Jill Jordan Gilbert,Franklin County Chancery Clerk," PO Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,
Cammie Brannan Byrd,George County Chancery Clerk,"355 Cox St,Ste A, Lucedale 39452",(601) 947-4801,(601) 947-1300,,
Earline Wright-Hart,Holmes County Circuit Clerk,"PO Box 718, Lexington 39095",(662) 834-2476,(662) 834-3870,,
Lawrence D. Browder,Humphreys County Chancery Clerk," PO Box 547, Belzoni 39038",(662) 247-1740,(662) 247-0101,,
Charlene H. Fairley,Jefferson Davis County Chancery Clerk," PO Box 1137, Prentiss 39474",(601) 792-4204,(601) 792-2894,,
Ray (R.C.) Williams,Kemper County Constable (P-1),"289 Terry Rd, Lauderdale 39335",(601) 743-2793,(601) 743-2789,,
William Andrews III,Lamar County County Court Judge," PO Box 307, Purvis 39475",(601) 794-3468,,,
 Dustin R. Bairfield,Lincoln County Circuit Clerk,"301 S First St, Rm 205, Brookhaven 39602",(601) 835-3435,(601) 835-3482,,
Calvert Engineering,Lowndes County County Engineer," PO Box 1078, West Point 39773",(662) 494-7101,(662) 329-5881,,
Gardner Engineering,Sunflower County County Surveyor," PO Drawer A, Indianola 38751",(662) 887-1862,(662) 887-1996,,
Jerry W Williams II,Tallahatchie County Constable," 610 Peters Hill Rd, Charleston 38921",(662) 647-3477,,,
Rechelle R. Siggers,Tunica County Chancery Clerk,"PO Box 217, Tunica 38676",(662) 363-2451,(662) 357-5934,,
Linda Rae Shuffield,Yalobusha County Tax Assessor," PO Box 260, Coffeeville 38922",(662) 675-8707,(662) 675-8004,,
Linda Rae Shuffield,Yalobusha County Tax Assessor," PO Box 1552, Water Valley 38965",(662) 473-1235,(662) 473-5020,,
Robert G. Clark III,Yazoo County Chancery Court Judge (D-11)," PO Box 39, Lexington 39095",(662) 834-1285,,,
Demetrius Westbrook,Yazoo County Justice Court Clerk," PO Box 798, Yazoo City 39194",(662) 746-8181,(662) 746-2023,,
Johnny R. Rybolt III,Coahoma County Constable," 144 Ritch St, Clarksdale 38614",(662) 624-3060,,,
Mamie (Tissy) Knight,Covington County Comptroller," PO Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,
Ramona Q. Blackledge,Jones County Tax Assessor,"101 N Court St,Ste A, Ellisville 39437",(601) 477-3261,(601) 477-3042,,
Ramona Q. Blackledge,Jones County Tax Assessor,"PO Box 511, Laurel 39441",(601) 426-3248,(601) 428-3102,,
Otis (Rocky) Kennedy,Lafayette County Coroner,"300 N Lamar, Oxford 38655",(662) 234-6421,(662) 236-0203,,
Donald Glenn Mullins,Lawrence County Constable (P-2),"PO Box 903, Monticello 39654",(601) 587-4854,(601) 587-0755,,
Kim Sullivan Bedford,Pontotoc County Coroner," PO Box 209, Pontotoc 38863",(662) 489-3111,(662) 489-0326,,
David (Bubba) Pounds,Prentiss County Chancery Clerk," PO Box 477, Booneville 38829",(662) 728-8151,(662) 728-2007,,
T.H. (Butch) Scipper,Quitman County Chancery Clerk," 220 Chestnut St,Ste 2, Marks 38646",(662) 326-2661,(662) 326-8004,,
Stephanie Washington,Sunflower County Comptroller," PO Box 988, Indianola 38751",(662) 887-2881,(662) 887-7054,,
Nathaniel Watkins Jr,Washington County Constable," 905 W Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,
Vernita King Johnson,Washington County County Court Judge," PO Box 816, Greenville 38702-0816",(662) 334-2657,(662) 334-2796,,
Stewart Glen Beard Jr,Choctaw County Superintendent of Education," PO Drawer 398, Ackerman 39735",(662) 285-4022,(662) 285-4049,,
Hope Moore Herrington,Clarke County Tax Assessor,"PO Drawer 69, Quitman 39355",(601) 776-6931,(601) 776-5084,,
Hope Moore Herrington,Clarke County Tax Collector,"PO Drawer 69, Quitman 39355",(601) 776-6931,(601) 776-5084,,
Keitha Sparkman-Scott,Forrest County Justice Court Clerk," 700 Main St, Hattiesburg 39401",(601) 544-3136,(601) 545-6114,,
Margaret (Mimi) Parks,Humphreys County Tax Assessor,"102 Castleman St, Belzoni 39038",(662) 247-3174,(662) 247-5657,,
Margaret (Mimi) Parks,Humphreys County Tax Collector,"102 Castleman St, Belzoni 39038",(662) 247-2552,(662) 247-5657,,
Gracie Grant-Gulledge,Panola County Coroner," PO Box 248, Batesville 38606",(662) 609-2864,(662) 563-6237,,
Homer (Rusty) Cole Jr,Prentiss County Tax Collector," PO Box 283, Booneville 38829",(662) 728-5044,(662) 728-2010,,
Barbara Esters-Parker,Washington County Circuit Clerk," PO Box 1276, Greenville 38702 ",(662) 378-2747,(662) 334-2698,,
James S (Steve) Wells,Webster County Coroner," PO Box 45, Eupora 39744",(662) 258-8659,(662) 258-5001,,
Thomas C. Tolliver Jr,Wilkinson County Chancery Clerk," PO Box 516, Woodville 39669",(601) 888-4381,(601) 888-6776,,
Sharon Grisham-Stewart,Hinds County Coroner," PO Box 1452, Jackson 39215-1452",(601) 973-5505,(601) 973-5513,,
Sherline (Dee) Watkins,Kemper County Chancery Clerk," PO Box 188, DeKalb 39328 ",(601) 743-2460,(601) 743-2789,,
James Richard Anderson,Marshall County Coroner," PO Box 5155, Holly Springs 38635",(662) 252-2341,(662) 252-6050,,
Mitzi Faulkner Presley,Monroe County Tax Assessor," PO Drawer 636, Aberdeen 39730",(662) 369-2033,(662) 369-4429,,
Lanelle Garrett Martin,Montgomery County Circuit Clerk,"PO Box 765, Winona 38967",(662) 283-4161,(662) 283-3363,,
Gloria Sample McIntosh,Sunflower County Chancery Clerk," PO Box 988, Indianola 38751",(662) 887-4703,(662) 887-2336,,
Malcolm (Trey) Manning,Tate County Constable (P-1),"103 Preston McKay Dr, Senatobia 38668",(662) 562-7626,(662) 562-7663,,
T. J. (Jeff) Mullins IV,Franklin County Tax Assessor," PO Box 456, Meadville 39653",(601) 384-2359,(601) 384-3040,,
T. J. (Jeff) Mullins IV,Franklin County Tax Collector," PO Box 456, Meadville 39653",(601) 384-2359,(601) 384-3040,,
Camille Roberts Dulaney,Lee County Circuit Clerk," PO Box 762, Tupelo 38802.",(662) 432-2300,(662) 680-6079,,
Ginger Smith Meriwether,Tallahatchie County Coroner,"951 Hwy. 35 S, Holcomb 38940 ",(662) 647-0366,(662) 647-0358,,
Bennie (Kay) Warrington,Yazoo County Justice Court Judge (SD)," PO Box 798, Yazoo City 39194",(662) 746-8181,(662) 746-2023,,
Kendrick (Rick) McDonald,Jefferson County Coroner," PO Box 623, Fayette 39069",(601) 786-8558,(601) 786-9676,,
Carolyn Gillentine-Green,Lee County Coroner,"PO Box 712, Mooreville 38857",(662) 687-1852,(662) 680-9949,,
Nance Fitzpatrick Stokes,Pearl River County Circuit Clerk," PO Box 530, Poplarville 39470",(601) 403-2328,(601) 403-2327,,
Jannie M. Lewis-Blackmon,Yazoo County Circuit Court Judge (D-21)," PO Box 149, Lexington 39095",(662) 834-1452,,,
Melinda Patterson Nowicki,Pontotoc County Circuit Clerk," PO Box 428, Pontotoc 38863",(662) 489-3908,(662) 489-2318,,
Vincent E (Vince) Carlisle ,George County Tax Assessor," 5130 Main St,Ste B, Lucedale 39452",(601) 947-7541,(601) 947-6597,,
Vincent E (Vince) Carlisle,George County Tax Collector," 5130 Main St,Ste B, Lucedale 39452",(601) 947-7541,(601) 947-6597,,
"Sharon Livingston, Interim",Oktibbeha County Chancery Clerk,"101 East Main St, Starkville 39759.",(662) 323-5834,(662) 338-1064,,
Elive Rebecca (Becky) Gray,Scott County Circuit Clerk,"PO Box 371, Forest 39074 ",(601) 469-3601,(601) 469-5188,,
Claude Collum,Yazoo County Election Commissioner (D-5), PO Box 108 Yazoo City 39194,,,,
Gretta Winters,Yazoo County Election Commissioner (D-3),"PO Box 108, Yazoo City 39194",,,,
Dale K. Thompson,DeSoto County County Court Clerk," 2535 Hwy. 51 S, Rm. 201, Hernando 38632",,,,
Ottis Wolverton Jr,Covington County County Engineer," 57 Wolverton Dr, Collins 39428",,,,
Lynn McCallister III,Yazoo County Election Commissioner (D-4)," PO Box 108, Yazoo City 39194",,,,
Virginia (Gigi) Matthews,Yazoo County Election Commissioner (D-2),"273 Davey Dr, Benton 39039",,,,
