link,text
//static.prisonpolicy.org/scans/Breaking%20the%20Census_%20Redistricting%20in%20an%20Era%20of%20Mass%20Incarceratio.pdf,Breaking the Census
//static.prisonpolicy.org/scans/jpi/policingreportfinal.pdf,Rethinking the Blues
http://www.bjs.gov/content/pub/pdf/svrfsp08.pdf,"Sexual Victimization Reported by Former State Prisoners, 2008"
/scans/vera/Its-about-time-aging-prisoners-increasing-costs-and-geriatric-release.pdf,It's about time
//static.prisonpolicy.org/scans/yount/PA_parole.pdf,Pennsylvania
http://www.hrw.org/sites/default/files/reports/us0108_0.pdf,"""When I Die, They'll Send Me Home"""
http://www.urban.org/UploadedPDF/412570-Omnibus-2012.pdf,Pre-Trial Detention of Dangerous and Violent Defendants
http://www.urban.org/UploadedPDF/412571-TJRD_Special_Report_May-2012.pdf,Which Components of Transitional Jobs Programs Work Best?
http://www.urban.org/UploadedPDF/412562-Adult-Criminal-Justice-Case-Processing-in-Washington-DC.pdf?RSSFeed=UI_JusticePolicyCenter.xml,"Adult Criminal Justice Case Processing in Washington, DC"
http://www.urban.org/UploadedPDF/412552-Housing-as-a-Platform-for-Formerly-Incarcerated-Persons.pdf,Housing as a Platform for Formerly Incarcerated Persons
//static.prisonpolicy.org/scans/FallingThroughTheCracks.pdf,Falling Through the Cracks
https://www.prisonpolicy.org/scans/aclu_ma/maarrest_reportweb.pdf,Arrested Future
//static.prisonpolicy.org/scans/treatment/final_jails_v_hospitals_study.pdf,More Mentally Ill Persons Are in Jails and Prisons Than Hospitals:
//static.prisonpolicy.org/scans/vera/reallocating-justice-resources.pdf,Reallocating Justice Resources
http://www.bjs.gov/content/pub/pdf/jagp11.pdf,"Justice Assistance Grant (JAG) Program, 2011"
http://www.urban.org/UploadedPDF/412523-public-housing-transformation.pdf,Public Housing transformation and Crime
//static.prisonpolicy.org/scans/Spot063WomenParole2012.pdf,Half of Women on Probation or Parole Experience Mental Illness
http://fightcrime.s3.amazonaws.com/wp-content/uploads/CA-Pay-Now-or-Pay-More-Later-FINAL-REPORT.pdf,Pay Now or Pay Much More Later
https://dps.mn.gov/divisions/ojp/forms-documents/Documents/!2012%20Trauma%20Corrections%20Report%20(2).pdf,Youth in Minnesota Correctional Facilities and the Effects of Trauma
//static.prisonpolicy.org/scans/PEW_NationalSurveyResearchPaper_FINAL.pdf,Public Opinion on Sentencing and Corrections Policy in America
//www.prisonpolicy.org/reports/Manipulacion_distritos_electorales.pdf,Prevenir la manipulación de los límites de los distritos electorales
//static.prisonpolicy.org/scans/822959.pdf,Public Safety Realignment:
http://sentencingproject.org/doc/publications/jj_The_Lives_of_Juvenile_Lifers.pdf,The Lives of Juvenile Lifers:
http://www.cflj.org/report-2/,The Disproportionate Impact of the Criminal Justice System
http://www.bjs.gov/content/pub/pdf/iscs11.pdf,"Indicators Of School Crime And Safety, 2011"
http://www.bjs.gov/content/pub/pdf/itrh0510.pdf,"Identity Theft Reported by Households, 2005-2010"
http://www.bjs.gov/content/pub/pdf/htus8008.pdf,"Homicide Trends In The United States, 1980-2008"
http://www.bjs.gov/content/pub/pdf/ppus10.pdf,"Probation And Parole In The United States, 2010"
http://www.bjs.gov/content/pub/pdf/jic10.pdf,"Jails in Indian Country, 2010"
http://www.mco-seiu.org/files/2012/02/MCO-Private-Prison-Report-v8.pdf,Pitfalls and Promises
//static.prisonpolicy.org/scans/Pew_California_probation_brief.pdf,The Impact of CA's Probation Performance Incentive Funding Program
https://web.archive.org/web/20130604180427/http://www.youthlaw.org/fileadmin/ncyl/youthlaw/juv_justice/ArkansasReportFinal__2_.pdf,Juvenile Justice Reform In Arkansas
https://www.prisonpolicy.org/scans/afsc/arizona_prison_report.pdf,Private Prisons:
http://www.justicepolicy.org/uploads/justicepolicy/documents/education_of_dc_-_final.pdf,The Education of DC
//static.prisonpolicy.org/scans/working_paper08-16.pdf,Compounded Disadvantage
http://www.nap.edu/catalog.php?record_id=11988,"Parole, Desistance from Crime, and Community Integration"
https://www.prisonpolicy.org/scans/cjcj/collecting_DNA_from_juveniles.pdf,Collecting DNA from Juveniles
//static.prisonpolicy.org/scans/cjcj/San_Mateo_County_Sentencing_Practices_and_Trends.pdf,Jail Needs Assessment for San Mateo County:
http://jsg.legis.state.pa.us/resources/documents/ftp/documents/children%20of%20incarcerated%20parents.pdf,The Effects of Parental Incarceration on Children:
http://www.bjs.gov/content/pub/pdf/pp.pdf,Prisons and Prisoners
https://www.prisonpolicy.org/scans/famm/positivetrends.pdf,Positive Trends in State-Level Sentencing and Corrections Policy
/scans/AZ_Turning_the_Corner_Final_Report.pdf,Turning the Corner
//static.prisonpolicy.org/scans/MADOC/release-addresses-2009-brief.pdf,Communities Inmates Released to in 2009
http://www.hrw.org/sites/default/files/reports/usprisons0112webwcover_0.pdf,Old Behind Bars
/scans/sp/sen_State_of_Sentencing_2011.pdf,The State of Sentencing 2011
//static.prisonpolicy.org/scans/fy2010survey.pdf,Survey of Sentencing Practices FY 2010
//static.prisonpolicy.org/scans/MADOC/annual-report-2009-final.pdf,2009 Annual Report
//static.prisonpolicy.org/scans/vera/the-price-of-prisons.pdf,The Price of Prisons
https://www.documentcloud.org/documents/3146854-ARB-FY-0607-Recidivism-Report-11-23-11.html,2011 Adult Institutions Outcome Evaluation Report
http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6051a3.htm,Receipt of A(H1N1)pdm09 Vaccine by Prisons and Jails
http://www.bjs.gov/content/pub/pdf/pdca11.pdf,"PREA Data Collection Activities, 2011"
//static.prisonpolicy.org/scans/1-11-12sfp.pdf,Improving Budget Analysis of State Criminal Justice Reforms
//static.prisonpolicy.org/scans/2011_Report_Correctional_Spending_Trends_UPDATED.pdf,Correctional Spending Trends
http://www.senate.mo.gov/12info/comm/special/MWSC-Report.pdf,Missouri Working Group on Sentencing and Corrections Consensus Report
http://www.bjs.gov/content/pub/pdf/jim09st.pdf,Jail Inmates at Midyear 2009 Statistical Tables
http://www.bjs.gov/content/pub/pdf/pim09st.pdf,Prison Inmates at Midyear 2009 Statistical Tables
https://www.prisonpolicy.org/scans/pew/death_penalty_support.pdf,Continued Majority Support for Death Penalty
http://www.doc.state.mn.us/pages/files/large-files/Publications/11-11MNPrisonVisitationStudy.pdf,The Effects of Prison Visitation on Offender Recidivism
//www.prisonersofthecensus.org/factsheets/rural_media_primer.pdf,Primer for reporters
//www.prisonersofthecensus.org/news/2011/02/23/preventing/,Preventing Prison-Based Gerrymandering in Redistricting
//www.prisonersofthecensus.org/pennsylvania/,Importing Constituents
//static.prisonpolicy.org/scans/bjs/fjs09.pdf,"Federal Justice Statistics, 2009"
//static.prisonpolicy.org/scans/bjs/cjf06.pdf,"Census of Jail Facilities, 2006"
http://www.ppic.org/content/pubs/cacounts/CC_806ABCC.pdf,Who's in Prison?
http://www.ojjdp.gov/pubs/236477.pdf,Juvenile Arrests 2009
//static.prisonpolicy.org/scans/bjs/p10.pdf,Prisoners in 2010
//static.prisonpolicy.org/scans/bjs/cpus10.pdf,"Correctional Population in the United States, 2010"
//static.prisonpolicy.org/scans/MCLS_state_of_corrections_in_MA.pdf,The State of Corrections in Massachusetts:
//static.prisonpolicy.org/scans/NIJ_private_sector_and_prison_industries.pdf,The Private Sector and Prison Industries
/scans/Moving_Beyond_Sides_Report_Final.pdf,Moving Beyond Sides
http://www.urban.org/UploadedPDF/411615_Children_of.pdf,Understanding the Experiences and Needs of Children of Incarcerated Parents
http://www.justicepolicy.org/images/upload/10-06_REP_BaltBehindBars_MD-PS-AC-RD.pdf,Baltimore Behind Bars
//static.prisonpolicy.org/scans/Livers_Aug07.pdf,Gender-Responsive Programs
http://www.drugpolicy.org/sites/default/files/Drug%20Courts%20Are%20Not%20the%20Answer_Final2.pdf,Drug Courts Are Not the Answer
http://www.bjs.gov/content/pub/pdf/fdluc06.pdf,"Felony Defendants in Large Urban Counties, 2006"
//static.prisonpolicy.org/scans/bjs/bjshivinprisonsandjailsaug97.pdf,"HIV in Prisons and Jails, 1995"
//static.prisonpolicy.org/scans/bjs/bjscybercrimemarch04.pdf,Cybercrime against Businesses
//static.prisonpolicy.org/scans/bjs/bjsfelonydefurbancountiesjan98.pdf,"Felony Defendants in Large Urban Counties, 1994"
//static.prisonpolicy.org/scans/bjs/bjsjusticeexpendandempsept92.pdf,"Justice Expenditure and Employment, 1990"
//static.prisonpolicy.org/scans/nydocs/NYDOCS_2003_effect_of_ged_on_recidivism.pdf,The Effect of Earning a GED on Recidivism Rates
https://static.prisonpolicy.org/scans/bjs/bjsguidetowebsitedec02.pdf,Guide to the BJS website
//static.prisonpolicy.org/scans/bjs/bjspresalehandgunssept97.pdf,"Presale Handgun Checks, 1996"
//static.prisonpolicy.org/scans/bjs/bjsprisonersin96june97.pdf,Prisoners in 1996
//static.prisonpolicy.org/scans/bjs/bjsfelonysencesintheusjuly97.pdf,"Felony Sentences in the United States, 1994"
/scans/NYPD_School_Safety_Data_JultoSep2011.pdf,Arrests Effected by SSA or Officers assigned to School Safety Division
//static.prisonpolicy.org/scans/nydocs/nydocs_grievance_program_2003.pdf,Inmate Grievance Program 2003 Annual Report
//static.prisonpolicy.org/scans/nydocs/nydocs_New_court_commitments_2003.pdf,Characteristics of New Commitments 2003
//static.prisonpolicy.org/scans/nydocs/NYDOCS_prison_safety_2000.pdf,Commissioner's policy paper on Prison Safety and Inmate Programming
//static.prisonpolicy.org/scans/nydocs/NYDOCS_new_commitments_1999.pdf,Characteristics of New Commitments 1999
//static.prisonpolicy.org/scans/nydocs/HUB_2006.pdf,"Profile of Inmates Under Custody on January 1, 2006"
//static.prisonpolicy.org/scans/nydocs/HUB_2005.pdf,"Profile of Inmates Under Custody on January 1, 2005"
//static.prisonpolicy.org/scans/nydocs/HUB_2003.pdf,"Profile of Inmates Under Custody on January 1, 2003"
//static.prisonpolicy.org/scans/nydocs/HUB_2002.pdf,"Profile of Inmates Under Custody on January 1, 2002"
/scans/Forecast2011.pdf,Iowa Prison Population Forecast FY2011-2021
/scans/sp/dp_WOLA_Article.pdf,Breakthrough in U.S. Drug Sentencing Reform
/scans/GenAhead_ForensicDNADatabaseExpansion2011_(2).pdf,Forensic DNA Database Expansion
//static.prisonpolicy.org/scans/SCJC_report_Parole_Release_for_Lifers.pdf,Life in Limbo
//static.prisonpolicy.org/scans/nydocs/Hub_Report_2008.pdf,"Profile of Inmate Population Under Custody on January 1, 2008 (New York)"
//static.prisonpolicy.org/scans/nydocs/UnderCustody_Report2009.pdf,"Profile of Inmate Population Under Custody on January 1, 2009 (New York)"
//static.prisonpolicy.org/scans/nydocs/Hub_Report_2007.pdf,"Profile of Inmate Population Under Custody on January 1, 2007 (New York)"
//static.prisonpolicy.org/scans/nydocs/UnderCustody_Report2010.pdf,"Profile of Inmate Population Under Custody on January 1, 2010 (New York)"
//static.prisonpolicy.org/scans/nydocs/UnderCustody_Report2011.pdf,"Profile of Inmate Population Under Custody on January 1, 2011"
//static.prisonpolicy.org/scans/nydocs/NYDOCS_hub_2000.pdf,"Profile of Inmates Under Custody on January 1, 2000"
http://www.ussc.gov/Legislative_and_Public_Affairs/Congressional_Testimony_and_Reports/Mandatory_Minimum_Penalties/20111031_RtC_Mandatory_Minimum.cfm,Report to Congress
http://www.justicepolicy.org/uploads/justicepolicy/documents/educationunderarrest_fullreport.pdf,Education Under Arrest
//static.prisonpolicy.org/scans/Christianson_Disproportionate_Imprisonment_1982.pdf,Disproportionate Imprisonment of Blacks in the United States:
http://www.aclu.org/prisoners-rights/banking-bondage-private-prisons-and-mass-incarceration,Banking on Bondage
//static.prisonpolicy.org/scans/ADJC_final_report.pdf,Sixth Semi-Annual Report of the Arizona Department of Juvenile Corrections
http://www.justicepolicy.org/uploads/justicepolicy/documents/when_treatment_is_punishment-full_report.pdf,When Treatment is Punishment
http://www.bjs.gov/content/pub/pdf/cv10.pdf,"Criminal Victimization, 2010"
http://www.bjs.gov/content/pub/pdf/uvsavsvc9309.pdf,Use Of Victim Service Agencies By Victims Of Serious Violent Crime '93-'09
http://www.bjs.gov/content/pub/pdf/tcdca11.pdf,Tribal Crime Data Collection Activities
//static.prisonpolicy.org/scans/aus8009.pdf,"Arrest In The United States, 1980-2009"
http://www.bjs.gov/content/pub/pdf/cpp08.pdf,"Contacts between Police and the Public, 2008"
http://www.bjs.gov/content/pub/pdf/csllea08.pdf,"Census Of State And Local Law Enforcement Agencies, 2008"
http://www.bjs.gov/content/pub/pdf/tle08.pdf,"Tribal Law Enforcement, 2008"
http://www.bjs.gov/content/pub/pdf/actc05.pdf,Appeals Of Civil Trials Concluded In 2005
http://www.bjs.gov/content/pub/pdf/spojic07.pdf,"State Prosecutors' Offices with Jurisdiction in Indian Country, 2007"
http://www.aecf.org/m/resourcedoc/aecf-NoPlaceForKidsFullReport-2011.pdf,No Place for Kids
http://www.flsenate.gov/PublishedContent/Session/2012/InterimReports/2012-116cj.pdf,Florida Senate Report: Review Penalties for Drug-Free Zone Violations
//static.prisonpolicy.org/scans/DOCForecast201110.pdf,Oregon Corrections Population Forecast (updated regularly)
http://www.urban.org/UploadedPDF/412369-Tribal-Youth-in-the-Federal-Justice-System.pdf,Tribal Youth in the Federal Justice System
//static.prisonpolicy.org/scans/inmate_fee_final_7-1-11.pdf,Inmate Fees as a Source of Revenue
https://web.archive.org/web/20150105060143/http://www.texasappleseed.net/images/stories/reports/Ticketing_Booklet_web.pdf,Texas' School-to-Prison Pipeline
https://web.archive.org/web/20150915144437/http://veritasinitiative.scu.edu/downloads/ProsecutorialMisconduct_Exec_Sum.pdf,Preventable Error
//static.prisonpolicy.org/scans/misguided_measures.pdf,Misguided Measures
//static.prisonpolicy.org/scans/aba/aba_report_to_the_house_of_delegates.pdf,Crisis in the Courts
/scans/sp/s_ssr2009Update.pdf,The State of Sentencing 2009
http://www.aclu.org/criminal-law-reform/smart-reform-possible-states-reducing-incarceration-rates-and-costs-while,Smart Reform is Possible
//static.prisonpolicy.org/scans/Prison_Count_2010.pdf,Prison Count 2010
http://sentencingproject.org/doc/Howard%20Law%20--%20Voting%20Behind%20Bars.pdf,Voting Behind Bars
http://www.justicepolicy.org/uploads/justicepolicy/documents/system_overload_final.pdf,System Overload
//static.prisonpolicy.org/scans/RV4_AccuracyCounts.pdf,Accuracy Counts
//static.prisonpolicy.org/scans/bjs/wv09.pdf,"Workplace Violence, 1993-2009"
//static.prisonpolicy.org/scans/bjs/capd08.pdf,"Crime Against People with Disabilities, 2008"
//static.prisonpolicy.org/scans/bjs/jagp10.pdf,Justice Assistance Grant (JAG) Program 2010
//static.prisonpolicy.org/scans/bjs/228661.pdf,"Survey of State Criminal  History Information Systems,  2008"
//static.prisonpolicy.org/scans/bjs/jic09.pdf,"Jails in Indian Country, 2009"
//static.prisonpolicy.org/scans/bjs/pdasc05.pdf,"Punitive Damage Awards In State Courts, 2005"
//static.prisonpolicy.org/scans/bjs/mlj07.pdf,Mortality in Local Jails 2000-2007
//static.prisonpolicy.org/scans/bjs/wle8708.pdf,Women in Law Enforcement 1987-2008
//static.prisonpolicy.org/scans/bjs/svpjri0809.pdf,"Sexual Victimization in Prisons and Jails Reported by Inmates,  2008-09"
//static.prisonpolicy.org/scans/bjs/svraca0708.pdf,"Sexual Victimization Reported by Adult Correctional Authorities, 2007-2008"
//static.prisonpolicy.org/scans/bjs/229420.pdf,"Federal Firearms Cases, FY 2008"
//static.prisonpolicy.org/scans/bjs/iscs10.pdf,"Indicators of School Crime and Safety, 2010"
//static.prisonpolicy.org/scans/bjs/cv09.pdf,"Criminal Victimization, 2009"
//static.prisonpolicy.org/scans/bjs/gulllea07.pdf,"Gang Units In Large Local Law Enforcement Agencies, 2007"
//static.prisonpolicy.org/scans/bjs/vdhb.pdf,Victimization During Household Burglary
//static.prisonpolicy.org/scans/bjs/vit08.pdf,"Victims Of Identity Theft, 2008"
//static.prisonpolicy.org/scans/bjs/p09.pdf,Prisoners in 2009
//static.prisonpolicy.org/scans/bjs/cpus09.pdf,"Correctional Populations In The United States, 2009"
//static.prisonpolicy.org/scans/bjs/lpd07.pdf,"Local Police Departments, 2007"
//static.prisonpolicy.org/scans/bjs/ppus09.pdf,"Probation And Parole In The United States, 2009"
//static.prisonpolicy.org/scans/bjs/pdca10.pdf,"PREA Data Collection Activities, 2010"
//static.prisonpolicy.org/scans/bjs/clpdo07.pdf,"County-Based And Local Public Defender Offices, 2007"
//static.prisonpolicy.org/scans/bjs/spdp07.pdf,"State Public Defender Programs, 2007"
http://www.justicepolicy.org/images/upload/10-07_REP_HealingInvisibleWounds_JJ-PS.pdf,Healing Invisible Wounds
http://www.beforeyouplea.com/,Think Before You Plea
http://www.ncjrs.gov/pdffiles1/Digitization/145865NCJRS.pdf,The Costs of Crime to Victims
http://www.bjs.gov/content/pub/pdf/hc0309.pdf,"Hate Crime, 2003-2009"
/scans/sp/Cracked-Justice.pdf,Cracked Justice
/scans/sp/Voting-Behind-Bars-An-Argument-for-Voting-by-Prisoners.pdf,Voting Behind Bars:
http://www.justicepolicy.org/uploads/justicepolicy/documents/gaming_the_system.pdf,Gaming the System: How the Political Strategies of Private Prison Companies
